geometry;hub;index_right;stop_id
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;64110;stoparea:123795
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;17805;419803
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;10521;1059767
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;9916;419755
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;47795;419797
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;8130;419800
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;21762;55299
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;21729;55298
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;24173;55297
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;24169;55296
POLYGON ((52.6372443988625 4.739919721592602, 52.6372443988625 4.744305712227397, 52.6386125756375 4.744305712227397, 52.6386125756375 4.739919721592602, 52.6372443988625 4.739919721592602));13.09;21764;55295
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;21462;54840
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;39304;55158
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;26042;54344
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;15491;54345
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;26574;96424
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;52882;stoparea:18275
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;29301;859847
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;51921;stoparea:121130
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;21055;416445
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;3816;418660
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;34977;79682
POLYGON ((52.52098871805001 4.700798663200001, 52.52098871805001 4.703926287199997, 52.52256320745 4.703926287199997, 52.52256320745 4.700798663200001, 52.52098871805001 4.700798663200001));13.06;32974;55159
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;24221;53999
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;52593;stoparea:17945
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;33030;54000
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;14274;77384
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;3854;355540
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;57366;stoparea:120789
POLYGON ((52.652691 5.08437418294, 52.652691 5.085987, 52.653871 5.085987, 52.653871 5.08437418294, 52.652691 5.08437418294));14.06;49726;363051
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;59592;stoparea:120823
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;4087;362930
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;56713;stoparea:120837
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;10788;363460
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;40449;1539541
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;52516;stoparea:17864
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;40450;1539542
POLYGON ((52.3752694703 4.528060115815, 52.3752694703 4.532499420924999, 52.37671 4.532499420924999, 52.37671 4.528060115815, 52.3752694703 4.528060115815));10.07;40307;1539706
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;14332;355265
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;8445;362143
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;8444;355266
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;45850;354453
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;27489;354455
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;60232;stoparea:121726
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;32467;354457
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;41893;1419899
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;4106;355264
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;30343;355263
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;18056;354458
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;30337;354454
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;21707;94413
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;21801;55266
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;52566;stoparea:17917
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;26057;859908
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;21805;55268
POLYGON ((52.477203 4.653686, 52.477203 4.65680412102, 52.4788500423 4.65680412102, 52.4788500423 4.653686, 52.477203 4.653686));10.14;41032;859909
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;4395;15746
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;54442;stoparea:2613
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;48362;15838
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;21784;91842
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;21811;91843
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;26674;91844
POLYGON ((52.35180399999999 4.947318, 52.35180399999999 4.951379, 52.35358049999999 4.951379, 52.35358049999999 4.947318, 52.35180399999999 4.947318));10.05;52598;stoparea:17952
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44075;1538653
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;37757;319990
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40190;1539528
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44264;1539753
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;38458;1480231
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44255;1539694
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;4416;239520
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40734;1539171
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40708;1539104
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40387;1539279
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40625;1539658
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40670;1539215
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;41232;326929
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;14631;326920
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44272;1539439
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40517;1539468
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;38454;1480230
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40322;1539549
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44281;1539529
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40301;1539663
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40275;1539530
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;43669;326931
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;23578;326930
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40352;1539531
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;55972;stoparea:111523
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44054;1538650
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40353;1539532
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40404;1539513
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;14632;1526374
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40594;1539514
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;26546;1526414
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44074;1538651
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44279;1539512
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;16393;1539515
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;53637;stoparea:2695
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;25322;1537935
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;63616;stoparea:299718
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40256;1539516
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40063;1538697
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;52811;stoparea:18188
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;61592;stoparea:285522
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;24927;1537584
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44073;1538652
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40364;1539652
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;51248;stoparea:121419
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44252;1539693
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;14633;1526394
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44108;1538699
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44263;1539754
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;23624;1526427
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;23606;1528429
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;43670;1528428
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40709;1539105
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;16409;1539172
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;16440;1539278
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40429;1539329
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44052;1538655
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40485;1539438
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40189;1539467
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;23573;1528416
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40600;1539550
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;23626;326927
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44076;1538656
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;44053;1538654
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;35775;319992
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;24929;1537582
POLYGON ((52.377218 4.898700000000001, 52.377218 4.903978, 52.381365 4.903978, 52.381365 4.898700000000001, 52.377218 4.898700000000001));10.03;40279;1539653
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;14430;55275
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;17453;55272
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;14846;55277
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;52724;stoparea:18093
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;3362;55276
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;43044;672970
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;58342;stoparea:197983
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;61122;stoparea:32957
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;6471;103887
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;20680;1479667
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;4720;1479643
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;56826;stoparea:122777
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;20681;1479655
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;14215;1479649
POLYGON ((52.310948 5.0427043677125, 52.310948 5.044814726457498, 52.3129601929 5.044814726457498, 52.3129601929 5.0427043677125, 52.310948 5.0427043677125));8.05;29658;55274
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;4859;1329836
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;58459;stoparea:36533
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;55135;stoparea:197190
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;7336;665702
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;18131;356474
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;8496;365954
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;52017;stoparea:124110
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;22786;355888
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;10860;366414
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;30405;362413
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;8495;356037
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;43718;53992
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;9197;1330103
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;43700;53991
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;52491;stoparea:17831
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;14345;53994
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;44498;53993
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;24228;53996
POLYGON ((52.225641 5.180528, 52.225641 5.18219522285, 52.2268832024 5.18219522285, 52.2268832024 5.180528, 52.225641 5.180528));12.04;10920;53995
